"employee_id","department","job_level","employment_type","city","hire_date","last_review_date","salary","bonus_pct","performance_score","overtime_hours","training_hours","satisfaction_score","manager","attrition","employment_status"
"EMP00181","Sales","Manager","Intern","Tashkent","23/06/2021","2023-11-13","59,316.17","0.13","3.71","15","80","3.31","Farida Karim","No","Resigned"
"EMP00182","Finance","L1","Full-time","Tashkent","08/06/2022","2022-12-22","$78,852.83","0.07","2.83","42","74","4.21","Farida Karim","no","On Leave"
"EMP00183","sales ","L1","Full-time","Bukhara","14/12/2024","2025-09-21","144,354.58","0.18","4.38","15","80","2.9","Nodira Usmanova","No","On Leave"
"EMP00184","Customer Success","L3","Full-time","Fergana","29/07/2018","2020-03-16","60,673.90","0.18","3.07","45","44","2.4","Rustam Mamatov","Yes","Resigned"
"EMP00185","Customer Success","L3","Intern","Nukus","02/08/2017","2019-07-04","40,245.13","0.08","2.2","37","15","1.4","Farida Karim","Yes","Active"
"EMP00186"," hr ","L4","Contract","Nukus","29/04/2021","2022-08-12","35,363.84","0.11","2.29","20","14","1.79","Farida Karim","Yes","On Leave"
"EMP00187","Sales","L2","Part-time","Bukhara","07/06/2023","2025-05-16","121,660.17","0.16","4.7","36","52","1.02","Sara Lee","Yes","Active"
"EMP00188","Human Resources","L3","Part-time","Samarkand","09/07/2016","2017-06-13","125,699.12","0.08","3.48","10","51","4.77","Aziz Khan",,"Active"
"EMP00189","Finance","L1","Contract","Samarkand","24/06/2022","2023-01-15",,"0.12","4.78","23","15","2.96","Aziz Khan","yes","Active"
"EMP00190","Marketing","L3","Full-time","Bukhara","04/10/2020","2022-03-09","79,697.96","0.05","4.18","15","41","1.56","Sara Lee","yes","On Leave"
"EMP00191","Operations","L1","Contract","Fergana","23/01/2021","2022-08-03","63,257.79","0.15","2.4","26","58","3.3","Rustam Mamatov","yes","Active"
"EMP00192","Finance","Manager","Part-time","Nukus","15/03/2023","2024-01-21","96,962.20","0.03","2.32","7","24","4.11","Farida Karim","Yes","On Leave"
"EMP00193","Human Resources","Senior Analyst","Intern","Samarkand","17/12/2020","2021-08-14","123,278.31","0.09","4.18","17","62","3.37","Sara Lee","No","On Leave"
"EMP00194","Finance","L4","Part-time","Nukus","20/03/2020","2022-03-01","78,591.36","0.16","2.22","11","2","1.86","Sara Lee","no","Resigned"
"EMP00195","IT","L1","Contract","Fergana","29/11/2023","2024-12-27","104,843.76","0.1",,"18","46","3.73","Rustam Mamatov","Yes","Resigned"
"EMP00196","Human Resources","Manager","Intern","Bukhara","07/08/2022","2023-09-24","$135,258.28","0.01","3.62","5","77","2.12","Nodira Usmanova","Yes","Resigned"
"EMP00197","Customer Success","L4","Contract","Andijan","15/09/2021","2022-04-02","136,645.34","0.13","2.71","0","53","1.12","Farida Karim","Yes","Resigned"
"EMP00198","sales ","L4","Intern","Bukhara","19/06/2022","2025-01-03","$ 108,554.85","0.15","4.55","0","39","1.74",,"no","Active"
"EMP00199","Customer Success","Manager","Contract","Fergana","03/08/2019","2020-04-26","70,022.34","0.18","3.79","18","60","3.28","Farida Karim","no","Active"
"EMP00200","Finance","L3","Full-time","Nukus","18/12/2022","2025-09-15","138,986.16","0.12","3.85","7","22","2.07","Aziz Khan","yes","Active"
"EMP00201","sales ","L4","Contract","Fergana","19/06/2019","2022-05-24","46,498.43","0.13","3.01","20","73","4.33","Aziz Khan","NO","Resigned"
"EMP00202","Marketing","L2","Contract","Samarkand","06/02/2018","2020-07-11","68,218.99","0.11","2.23","39","62","2.98","Nodira Usmanova","NO","On Leave"
"EMP00203","IT","L1","Intern","Bukhara","26/08/2018","2021-03-31","146,853.86","0.1","4.39","21","4","1.63","Farida Karim","Yes","On Leave"
"EMP00204","Marketing","Senior Analyst","Contract","Andijan","20/08/2019","2021-09-04","135,494.77","0.05","4","16","7","2.3","Aziz Khan","No","Resigned"
"EMP00205","Marketing","L1","Full-time","Andijan","30/09/2016","2019-11-30","136,912.38","0.1","4.04","41","65","1.82","Farida Karim","No","Active"
"EMP00206","Finance","L3","Full-time","Nukus","09/11/2020","2023-04-24","83,385.60","0.18","4.49","42","28","3.07","Sara Lee","No","Resigned"
"EMP00207","Customer Success","L3","Full-time","Samarkand","11/02/2021","2022-07-26","51,149.78","0.15","4.8","17","43","1.21","Sara Lee","yes","Active"
"EMP00208","Finance","Senior Analyst","Part-time","Andijan","16/07/2019","2021-02-27","137,729.52","0.11","4.49","29","37","1.23","Aziz Khan","yes","Resigned"
"EMP00209","Operations","L3","Part-time","Tashkent","11/11/2021","2023-11-22","64,599.19","0.12","4.83","4","20","4.87","Farida Karim","Yes","Resigned"
"EMP00210","Operations","L4","Intern","Nukus","25/06/2017","2019-02-15","$147,300.62","0.17","3.1","24","55","4.26","Timur Akramov","No","Resigned"
"EMP00211","sales ","Manager","Intern","Fergana","03/06/2016","2017-06-23","127,389.38","0.09","3.68","30","29","4.23","Rustam Mamatov","No","On Leave"
"EMP00212","Customer Success","L3","Full-time","Tashkent","25/12/2019","2021-06-13","72,074.94","0.07","3.16","40","0","3.84","Rustam Mamatov","No","On Leave"
"EMP00213","Sales","L1","Full-time","Tashkent","10/01/2022","2024-05-07","65,507.85","0.08","3.25","43","32","4.83","Timur Akramov","Yes","Active"
"EMP00214","Marketing","L1","Part-time","Bukhara","31/03/2017","2019-08-05","85,567.24","0.09","4.41","39","78","4.39","Timur Akramov","No","On Leave"
"EMP00215","Marketing","L1","Contract","Bukhara","12/07/2018","2021-04-23","58,132.72","0.19","2.96","24","22","4.79","Rustam Mamatov","yes","Active"
"EMP00216","sales ","Manager","Part-time","Samarkand","30/11/2016","2019-04-04",,"0.03","2.29","16","15","1.76",,"Yes","Active"
"EMP00217"," hr ","Manager","Contract","Fergana","03/12/2017","2020-06-07","47,215.86","0.11","2.13","21","51","3.92","Aziz Khan","No","Resigned"
"EMP00218","Operations","Manager","Part-time","Nukus","22/07/2019","2021-06-20","92,278.44","0.04","3.51","18","2","3.71","Aziz Khan","no","Resigned"
"EMP00219","HR","L2","Contract","Fergana","28/10/2020","2024-02-04","123,020.31","0.05","2.76","22","31","1.49","Sara Lee","NO","Active"
"EMP00220","HR","Senior Analyst","Contract","Nukus","23/09/2021","2022-06-16","134,790.44","0.16","3.16","36","53","3.04","Farida Karim","No","On Leave"
"EMP00221","HR","Senior Analyst","Contract","Andijan","17/06/2024","2026-07-08","29,686.12","0.18","4.85","13","47","1.97","Sara Lee","No","active"
"EMP00222","Human Resources","Manager","Intern","Fergana","02/09/2017","2018-12-22","84,212.40","0.18","3.67","6","69","1.84","Timur Akramov","no","On Leave"
"EMP00223","IT","L4","Intern","Tashkent","27/05/2016","2017-04-12","148,112.68","0.01","4.43","21","53","1.67","Rustam Mamatov","yes","active"
"EMP00224","Sales","L4","Part-time","Tashkent","12/02/2020","2021-09-12","$95,761.66","0.05","3.52","32","8","3.68","Timur Akramov","Yes","Active"
"EMP00225","HR","L2","Part-time","Samarkand","26/12/2019","2022-01-14","85,003.64","0.13","3.93","25","5","2.04","Farida Karim","yes","Active"
"EMP00226","sales ","Manager","Part-time","Nukus","13/04/2023","2026-03-23","139,137.36","0.08","4.54","13","80","4.53","Timur Akramov","yes","active"
"EMP00227","Operations","L1","Full-time","Fergana","20/06/2017","2019-10-12","142,061.37","0.13","4.22","42","15","3.9","Rustam Mamatov","no","On Leave"
"EMP00228","Human Resources","Senior Analyst","Full-time","Fergana","31/12/2016","2018-08-08","67,307.52","0.06","3.21","28","62","1.68","Farida Karim","Yes","Active"
"EMP00229","sales ","L3","Part-time","Samarkand","26/04/2021","2023-12-25","121,031.91","0.19","4.68","0","6","1.99","Sara Lee","No","On Leave"
"EMP00230","HR","L2","Contract","Nukus","21/11/2022","2025-06-16","142,291.33","0.02","4.96","11","32","2.49","Farida Karim","Yes","active"
"EMP00231","Finance","L3","Part-time","Andijan","10/09/2024","2025-05-28"," 104,521.15 ","0.15","2.17","5","63","2.87","Timur Akramov","No","Resigned"
"EMP00232","Customer Success","Senior Analyst","Full-time",,"19/02/2025","2027-04-09","31,199.12","0.06","4.47","29","0","3.76","Nodira Usmanova","yes","Resigned"
"EMP00233","IT","L1","Full-time","Nukus","13/06/2016","2019-03-01","129,476.40","0.14","4.7","4","63","4.98","Rustam Mamatov","Yes","active"
"EMP00234","sales ","L2","Intern","Bukhara","13/03/2017","2018-01-22","114,522.03","0.13",,"10","56","4.09",,"yes","active"
"EMP00235","Sales","L1","Intern","Nukus","08/09/2022","2023-09-12","129,718.43","0.16","2.91","38","29","4.64","Aziz Khan",,"Active"
"EMP00236","Human Resources","L4","Intern","Andijan","21/04/2016","2017-10-13","41,149.88","0.12","3.94","8","56","1.66","Farida Karim","No","active"
"EMP00237","IT","L3","Contract","Tashkent","25/02/2018","2020-12-02","129,355.79","0.16","2.4","19","39","2.33","Timur Akramov","No","Resigned"
"EMP00238","Sales","L2","Part-time","Nukus","21/05/2024","2025-06-29","$128,884.56","0.08","2.98","21","59","3.25","Sara Lee","yes","active"
"EMP00239","Customer Success","L4","Contract","Tashkent","20/08/2023","2024-03-05","77,998.54","0.11","3.27","23","70","3.13","Rustam Mamatov","Yes","Active"
"EMP00240","Operations","L2","Part-time","Bukhara","31/01/2021","2023-03-07","65,123.20","0.1","2.56","1","45","2.74","Farida Karim","Yes","On Leave"
"EMP00241","Operations","L4","Part-time","Andijan","15/04/2016","2019-07-01","143,471.15","0.1","4.16","16","66","3.61","Timur Akramov","no","active"
"EMP00242","HR","Senior Analyst","Full-time","Samarkand","30/07/2023","2025-12-30","73,308.20","0.09","3.76","40","38","3.02","Sara Lee","yes","Active"
"EMP00243","Marketing","L3","Intern","Nukus","21/01/2017","2019-02-27",,"0.04","3.25","25","50","1.38","Farida Karim","No","active"
"EMP00244","Marketing","L2","Intern","Tashkent","24/09/2023","2026-11-02","139,919.27","0.04","2.53","21","62","3.09","Timur Akramov","yes","Active"
"EMP00245","Operations","L2","Full-time","Samarkand","03/01/2025","2027-06-14","98,846.29","0.12","2.34","20","18","2.96","Rustam Mamatov","NO","active"
"EMP00246","sales ","L1","Contract","Nukus","28/08/2016","2019-01-10","36,542.39","0.07","4.05","7","4","2.5","Sara Lee","No","On Leave"
"EMP00247","HR","L4","Intern","Nukus","24/06/2019","2020-08-10","65,515.39","0.18","2.4","10","52","2.27","Nodira Usmanova","no","Resigned"
"EMP00248"," hr ","L3","Full-time","Bukhara","10/08/2019","2020-05-25","83,242.90","0.05","4.54","26","30","2.31","Rustam Mamatov","no","Active"
"EMP00249","Human Resources","L1","Intern","Samarkand","06/02/2024","2027-01-25","65,742.16","0.13","2.49","16","45","4.09","Rustam Mamatov","yes","active"
"EMP00250","Operations","Manager","Intern","Andijan","11/02/2018","2020-10-18","144,437.51","0.08","4.72","27","74","4.98","Timur Akramov","NO","Active"
"EMP00251","Customer Success","L3","Intern","Tashkent","26/07/2021","2023-10-13","73,340.53","0.08","3.06","45","16","2.82","Sara Lee","no","Resigned"
"EMP00252","Finance","L3","Contract","Bukhara","25/01/2019","2021-01-02","$67,850.88","0.04","4.28","11","76","2.91",,"NO","Active"
"EMP00253","Customer Success","Manager","Intern","Bukhara","14/01/2016","2018-07-16","139,673.80","0.2","3.68","29","17","2.54","Farida Karim","NO","On Leave"
"EMP00254","Sales","L2","Part-time","Fergana","18/07/2020","2022-10-21","136,999.48","0","3.19","28","18","2.67","Farida Karim","NO","active"
"EMP00255","sales ","Senior Analyst","Part-time","Nukus","30/08/2018","2020-11-03","101,236.70","0.07","4.24","41","75","3.1","Nodira Usmanova","yes","Active"
"EMP00256","sales ","Manager","Part-time","Nukus","13/12/2017","2020-08-07","87,912.44","0.07","3.57","34","27","3.82","Farida Karim","No","On Leave"
"EMP00257","sales ","L3","Contract","Fergana","12/11/2020","2023-07-23","64,976.82","0.08","4.17","3","76","2.2","Aziz Khan","Yes","active"
"EMP00258","HR","L3","Part-time","Andijan","03/03/2024","2027-03-07","52,844.20","0.08","4.79","3","56","2.03","Aziz Khan","no","On Leave"
"EMP00259","sales ","L3","Full-time","Samarkand","06/04/2023","2023-10-24","148,347.89","0.12","3.38","23","34","2.53","Nodira Usmanova","Yes","Resigned"
"EMP00260","sales ","Senior Analyst","Part-time","Nukus","20/02/2016","2017-11-06","51,671.25","0.05","4.83","4","48","2.49","Timur Akramov","Yes","On Leave"
"EMP00261","Sales","L2","Intern","Samarkand","26/04/2019","2021-10-12","140,062.38","0.19","4.3","9","53","2.17","Nodira Usmanova","NO","Resigned"
"EMP00262","sales ","L1","Part-time","Tashkent","20/08/2016","2017-07-28","64,330.47","0.18","3.82","9","22","4.1","Aziz Khan","Yes","Resigned"
"EMP00263","Marketing","L1","Contract","Bukhara","01/03/2023","2026-01-08","92,961.97","0.14","4.46","40","56","2.97","Timur Akramov","yes","Active"
"EMP00264","Customer Success","L1","Part-time","Tashkent","24/04/2017","2019-12-04","$ 86,438.39","0.05","2.01","17","23","4.21","Sara Lee","yes","Active"
"EMP00265","Customer Success","L3","Intern","Fergana","01/06/2017","2018-09-01","129,769.66","0.19","3.85","11","48","2.87","Timur Akramov","No","active"
"EMP00266","Human Resources","L1","Contract","Samarkand","11/03/2023","2025-06-19","$141,950.18","0.01","2.25","16","56","3.36","Farida Karim","no","Resigned"
"EMP00267","Marketing","Manager","Part-time","Nukus","06/07/2024","2025-06-08","129,443.37","0.09","3.6","18","30","4.32","Rustam Mamatov","NO","active"
"EMP00268","IT","L4","Contract","Andijan","12/01/2025","2027-03-11","31,481.21","0.18","4.36","22","69","1.79","Nodira Usmanova","NO","On Leave"
"EMP00269","Operations","L3","Part-time","Nukus","16/01/2018","2019-03-10","88,661.93","0.14","3.48","43","9","1.77","Timur Akramov","Yes","On Leave"
"EMP00270","IT","L3","Full-time","Nukus","02/06/2022","2024-02-13",,"0.18","4.47","9","3","1.98",,"No","Resigned"
"EMP00271","Marketing","L2","Full-time","Samarkand","22/02/2018","2021-03-06","127,274.41","0.02","3.1","44","27","4.69","Farida Karim","NO","active"
"EMP00272","Sales","Manager","Part-time","Andijan","14/04/2020","2022-02-01","138,215.44","0.02","2.76","29","53","2.37","Nodira Usmanova","no","active"
"EMP00273","IT","Manager","Full-time","Bukhara","23/11/2017","2020-01-15"," 73,627.20 ","0.12",,"25","28","2.31","Rustam Mamatov","NO","Active"
"EMP00274","HR","Manager","Contract","Bukhara","25/08/2017","2018-03-21","51,861.21","0.19","3.47","20","32","4.3","Farida Karim","Yes","On Leave"
"EMP00275","Sales","Manager","Contract","Nukus","26/06/2023","2025-10-24","95,372.07","0.18","4.96","13","6","4.44","Aziz Khan","no","active"
"EMP00276","sales ","L3","Contract","Tashkent","21/11/2016","2019-09-20","75,937.87","0.07","4.43","33","69","3.56","Rustam Mamatov","Yes","active"
"EMP00277","HR","Manager","Contract","Fergana","11/07/2019","2022-04-20","83,722.09","0.19","4.77","13","51","1.44","Sara Lee","Yes","On Leave"
"EMP00278","Sales","L3","Contract","Bukhara","29/08/2022","2023-11-24","77,342.69","0.07","4.06","40","53","2.25","Nodira Usmanova","No","Resigned"
"EMP00279"," hr ","Senior Analyst","Part-time","Bukhara","15/12/2016","2019-04-22","119,934.02","0.15","4.41","34","25","4.62","Timur Akramov","yes","Resigned"
"EMP00280","sales ","L1","Contract","Samarkand","01/11/2020","2023-12-11","$66,045.34","0.17","4.41","34","76","2.85","Nodira Usmanova","no","Active"
"EMP00281","Sales","L2","Intern","Bukhara","10/08/2019","2020-03-09","99,570.24","0.11","2.36","18","25","3","Farida Karim","No","Active"
"EMP00282","Marketing","L3","Contract","Andijan","03/02/2022","2025-04-10","82,801.85","0.12","3.01","14","70","4.29","Rustam Mamatov",,"Resigned"
"EMP00283","Operations","L3","Part-time","Samarkand","13/06/2023","2025-09-16","70,053.45","0.09","4.12","40","13","2.6","Sara Lee","NO","On Leave"
"EMP00284","Operations","L1","Intern","Tashkent","13/11/2016","2019-02-18","96,183.41","0.18","2.16","16","31","2.73","Sara Lee","NO","active"
"EMP00285","sales ","L4","Contract","Tashkent","02/05/2017","2018-12-19","103,571.14","0.18","4.75","34","27","3.05","Nodira Usmanova","yes","Active"
"EMP00286","IT","L2","Full-time","Samarkand","24/12/2018","2021-09-24","132,326.07","0.04","4.45","45","63","3.86","Sara Lee","No","Resigned"
"EMP00287","Human Resources","Manager","Intern","Fergana","17/12/2023","2024-08-24","119,005.52","0.01","2.43","0","75","4","Farida Karim","Yes","Resigned"
"EMP00288","Marketing","L1","Contract","Nukus","23/05/2020","2021-08-23","142,537.54","0.12","3.46","4","71","1.9",,"Yes","Resigned"
"EMP00289","Customer Success","Senior Analyst","Part-time","Fergana","20/12/2024","2027-11-16","92,973.64","0.07","2.76","20","43","4.09","Nodira Usmanova","NO","active"
"EMP00290","Sales","L4","Contract",,"26/06/2020","2022-09-18","48,479.28","0.09","2.92","18","22","2.86","Sara Lee","No","Resigned"
"EMP00291","HR","L1","Full-time","Samarkand","02/12/2020","2024-02-23","133,478.62","0.14","2.36","22","57","4.62","Nodira Usmanova","No","On Leave"
"EMP00292","sales ","L4","Part-time","Tashkent","02/07/2023","2026-05-30","147,579.15","0.15","3.98","13","15","2.68","Sara Lee","no","On Leave"
"EMP00293","Human Resources","Senior Analyst","Contract","Andijan","19/06/2023","2025-05-15","38,843.54","0.08","3.71","9","21","4.68","Aziz Khan","no","Resigned"
"EMP00294","Marketing","L4","Part-time","Bukhara","31/08/2021","2022-05-30","$34,231.61","0.01","3.98","26","38","1.92","Sara Lee","Yes","Resigned"
"EMP00295","Finance","Manager","Full-time","Fergana","30/01/2022","2025-05-05","47,652.50","0.06","3.41","43","72","2.93","Timur Akramov","yes","active"
"EMP00296","Marketing","Manager","Full-time","Bukhara","24/02/2019","2019-09-01","51,519.66","0.08","4.84","9","25","2.81","Timur Akramov","yes","active"
"EMP00297","Operations","L4","Part-time","Fergana","29/01/2019","2021-07-15",,"0.11","4.58","27","64","4.26","Farida Karim","yes","On Leave"
"EMP00298","HR","L2","Part-time","Tashkent","22/08/2024","2025-05-05","35,151.46","0.07","3.02","35","23","3.27","Sara Lee","No","active"
"EMP00299","Sales","L4","Full-time","Tashkent","17/12/2022","2024-07-14","83,422.30","0.14","3.32","3","46","2.86","Sara Lee","No","Resigned"
"EMP00300","HR","L2","Full-time","Bukhara","23/08/2018","2021-05-02","97,328.10","0.02","3.72","45","23","2.42","Aziz Khan","yes","active"
"EMP00301","Finance","Senior Analyst","Part-time","Bukhara","26/07/2022","2024-07-30","58,267.64","0.11","2.73","23","64","2.49","Farida Karim","No","On Leave"
"EMP00302","Human Resources","L3","Part-time","Andijan","13/04/2025","2027-09-28","40,133.23","0.19","2.06","6","28","2.06","Rustam Mamatov","Yes","active"
